project,id.project,range.date,devs,ml.only.devs,code.only.devs,ml.code.devs,perc.ml.only.devs,perc.code.only.devs,perc.ml.code.devs,sponsored.devs,ratio.sponsored,sponsored.core.devs,ratio.sponsored.core,num.tz,core.global.devs,core.mail.devs,core.code.devs,st.congruence,communicability,global.turnover,code.turnover,core.global.turnover,core.mail.turnover,core.code.turnover,ratio.smelly.quitters,ratio.smelly.devs,global.truck,mail.truck,code.truck,closeness.centr,betweenness.centr,degree.centr,global.mod,mail.mod,code.mod,density,mail.only.core.devs,code.only.core.devs,ml.code.core.devs,ratio.mail.only.core,ratio.code.only.core,ratio.ml.code.core,org.silo,org.siloN
AngularJS,1,2013-05 -- 2013-08,949,820,105,24,0.8641,0.1106,0.0253,26,0.0274,2,0.0155,1,299,285,34,0.0061,0.7568,0,0,0,0,0,0,0.1812,0.6849,0.6623,0.7364,0.0018,0.245,0.2023,0.2241,0.5095,0.1385,0.0056,276,25,9,0.8903,0.0806,0.029,384,INCREASE
AngularJS,1,2013-08 -- 2013-11,898,680,200,18,0.7572,0.2227,0.02,64,0.0713,4,0.0183,1,311,278,45,0,0.8019,0.8284,0.6052,0.741,0.7922,0.5823,0.1503,0.2238,0.6537,0.6017,0.7936,0.0018,0.1938,0.1559,0.3164,0.5891,0.2815,0.0046,276,43,2,0.8598,0.134,0.0062,359,DECREASE
AngularJS,1,2013-11 -- 2014-02,787,596,174,17,0.7573,0.2211,0.0216,35,0.0445,8,0.0419,1,266,244,49,0.0027,0.7568,0.8677,0.9144,0.8458,0.8008,0.7234,0.1984,0.2097,0.662,0.602,0.7435,0.0021,0.3669,0.3017,0.388,0.4602,0.3278,0.0049,241,46,3,0.831,0.1586,0.0103,275,DECREASE
AngularJS,1,2014-02 -- 2014-05,821,605,210,6,0.7369,0.2558,0.0073,42,0.0512,5,0.0231,1,286,260,41,0,0.8723,0.7873,0.7617,0.7319,0.6905,0.8889,0.1738,0.1864,0.6516,0.5745,0.8102,0.0019,0.3377,0.2385,0.3129,0.5195,0.2754,0.0042,258,39,2,0.8629,0.1304,0.0067,441,INCREASE
AngularJS,1,2014-05 -- 2014-08,654,485,160,9,0.7416,0.2446,0.0138,47,0.0719,12,0.071,1,219,226,45,0.0022,0.7963,0.9302,0.9714,0.9188,0.8436,0.7209,0.156,0.2294,0.6651,0.5425,0.7337,0.0023,0.2701,0.2317,0.2429,0.5279,0.218,0.0057,222,41,4,0.8315,0.1536,0.015,538,INCREASE
AngularJS,1,2014-08 -- 2014-11,661,466,190,5,0.705,0.2874,0.0076,45,0.0681,4,0.0205,1,193,188,44,0,0.7975,0.8304,0.7363,0.8252,0.9082,0.6966,0.1777,0.2542,0.708,0.6008,0.7744,0.0024,0.354,0.3088,0.1664,0.4937,0.1573,0.0064,187,43,1,0.8095,0.1861,0.0043,217,DECREASE
AngularJS,1,2014-11 -- 2015-02,515,365,142,8,0.7087,0.2757,0.0155,43,0.0835,10,0.0667,1,178,156,34,0.0045,0.8491,0.9524,0.9391,0.7817,0.907,0.7949,0.2143,0.233,0.6544,0.5818,0.7733,0.0029,0.3962,0.2833,0.4675,0.6684,0.4233,0.0065,153,31,3,0.8182,0.1658,0.016,141,DECREASE
AngularJS,1,2015-02 -- 2015-05,468,369,95,4,0.7885,0.203,0.0085,23,0.0491,6,0.0606,1,188,166,27,0,0.8047,0.8993,10.281,0.7596,0.7764,0.7869,0.1991,0.1795,0.5983,0.555,0.7273,0.0035,0.5188,0.4131,0.3684,0.4869,0.3363,0.0066,164,25,2,0.8586,0.1309,0.0105,121,DECREASE
AngularJS,1,2015-05 -- 2015-08,468,368,98,2,0.7863,0.2094,0.0043,25,0.0534,8,0.08,1,172,153,21,0,0.8475,0.8483,0.8141,0.8222,0.8401,0.75,0.1486,0.4081,0.6325,0.5865,0.79,0.0036,0.5489,0.4344,0.3766,0.3644,0.2947,0.0067,152,20,1,0.8786,0.1156,0.0058,120,DECREASE
AngularJS,1,2015-08 -- 2015-11,433,344,88,1,0.7945,0.2032,0.0023,24,0.0554,3,0.0337,1,175,158,24,0,0.8041,0.9012,0.8995,0.8069,0.8167,0.6222,0.3768,0.1617,0.5958,0.542,0.7303,0.004,0.5933,0.4683,0.2729,0.4426,0.1734,0.0063,157,23,1,0.8674,0.1271,0.0055,114,DECREASE
AngularJS,1,2015-11 -- 2016-02,436,359,77,0,0.8234,0.1766,0,41,0.094,4,0.0519,1,155,146,16,0,0.7594,0.8677,0.9277,0.9091,0.9276,0.85,0.1379,0.1399,0.6445,0.5933,0.7922,0.0032,0.309,0.2569,0.1324,0.4524,0.0855,0.0075,146,16,0,0.9012,0.0988,0,151,INCREASE
Apr,2,2013-05 -- 2013-08,24,18,1,5,0.75,0.0417,0.2083,4,0.1667,0,0,1,12,12,0,1,1,0,0,0,0,0,0,0.0833,0.5,0.4783,1,0.2122,0.2848,0.4384,0.2937,0.2937,0,0.2572,12,0,0,1,0,0,0,STABLE
Apr,2,2013-08 -- 2013-11,33,25,2,6,0.7576,0.0606,0.1818,3,0.0909,0,0,1,14,14,1,1,1,0.2456,0.2857,0.3077,0.3077,0,0,0.2424,0.5758,0.5484,0.875,0.0797,0.2717,0.5379,0.0529,0.0539,-0.5,0.2121,13,0,1,0.9286,0,0.0714,0,STABLE
Apr,2,2013-11 -- 2014-02,20,13,3,4,0.65,0.15,0.2,1,0.05,0,0,1,9,9,2,1,1,0.7547,0.4,0.6087,0.6087,0,0.15,0.25,0.55,0.4706,0.7143,0.114,0.3611,0.4737,0.213,0.2426,-0.4767,0.2105,7,0,2,0.7778,0,0.2222,0,STABLE
Apr,2,2014-02 -- 2014-05,20,14,1,5,0.7,0.05,0.25,3,0.15,0,0,1,11,11,0,1,1,0.4,0.4615,0.3,0.3,2,0.25,0,0.45,0.4211,1,0.2735,0.4017,0.5842,0.1987,0.1987,0,0.2579,11,0,0,1,0,0,0,STABLE
Apr,2,2014-05 -- 2014-08,15,9,1,5,0.6,0.0667,0.3333,2,0.1333,0,0,1,7,8,2,0.3333,0.7222,0.7429,0.6667,0.7778,0.7368,0,0,0.3333,0.5333,0.4286,0.6667,0.1211,0.3803,0.2762,0.2236,0.5035,-0.3887,0.1524,6,0,2,0.75,0,0.25,0,STABLE
Apr,2,2014-08 -- 2014-10,21,15,3,3,0.7143,0.1429,0.1429,1,0.0476,0,0,1,10,10,0,1,1,0.3333,0.5,0.3529,0.4444,2,0.1667,0,0.5238,0.4444,1,0.0956,0.2484,0.3119,0.3084,0.3084,0,0.2381,10,0,0,1,0,0,0,STABLE
Apr,2,2014-10 -- 2015-01,6,3,3,0,0.5,0.5,0,2,0.3333,0,0,1,2,2,0,1,1,13.333,0.8889,1.5,1.5,0,0,0.5,0.6667,0.3333,1,0.1232,0.1,0.2667,-0.375,-0.375,0,0.1333,2,0,0,1,0,0,1,INCREASE
Apr,2,2015-01 -- 2015-04,22,13,3,6,0.5909,0.1364,0.2727,1,0.0455,0,0,1,8,8,3,0.6667,0.9259,0.1429,0.3333,0.2,0.2,0,1,0.7273,0.6364,0.5789,0.6667,0.0944,0.3642,0.4329,0.0678,0.0267,0.0907,0.1385,5,0,3,0.625,0,0.375,0,DECREASE
Apr,2,2015-04 -- 2015-08,21,14,4,3,0.6667,0.1905,0.1429,1,0.0476,0,0,1,9,9,0,1,1,0.4651,0.625,0.2353,0.2353,2,0.7,0,0.5714,0.4706,1,0.0847,0.1443,0.3095,0.1235,0.1235,0,0.1905,9,0,0,1,0,0,0,STABLE
Apr,2,2015-08 -- 2015-10,23,18,2,3,0.7826,0.087,0.1304,2,0.087,0,0,1,10,10,0,1,1,0.5,0.6667,0.3158,0.3158,0,0,0.1739,0.5652,0.5238,1,0.0797,0.1991,0.3617,0.097,0.097,0,0.2292,10,0,0,1,0,0,1,INCREASE
Apr,2,2015-10 -- 2016-02,26,22,1,3,0.8462,0.0385,0.1154,1,0.0385,0,0,1,14,14,1,0,0.5,0.4898,0.6667,0.25,0.25,0,0.0833,0.2692,0.4615,0.44,0.75,0.7892,0.4555,0.6554,0.1443,0.1516,-0.5,0.3046,13,0,1,0.9286,0,0.0714,0,DECREASE
arduino,3,2013-06 -- 2013-09,65,50,10,5,0.7692,0.1538,0.0769,6,0.0923,0,0,1,25,24,3,0,0.8222,0,0,0,0,0,0,0.0923,0.6154,0.5636,0.8,0.0216,0.1518,0.207,0.4062,0.4932,0.0229,0.0587,22,1,2,0.88,0.04,0.08,1,DECREASE
arduino,3,2013-09 -- 2013-11,63,48,12,3,0.7619,0.1905,0.0476,5,0.0794,0,0,1,20,20,2,0.5,0.8833,0.625,0.5333,0.6667,0.6364,0.8,0.1,0.4127,0.6825,0.6078,0.8667,0.03,0.2361,0.3249,0.1739,0.1185,-0.3648,0.0783,19,1,1,0.9048,0.0476,0.0476,0,DECREASE
arduino,3,2013-11 -- 2014-02,84,62,17,5,0.7381,0.2024,0.0595,4,0.0476,0,0,1,27,27,0,1,1,0.5034,0.3243,0.4255,0.4255,2,0.4324,0.0595,0.6786,0.597,1,0.0163,0.1474,0.3207,0.2037,0.2037,0,0.0528,27,0,0,1,0,0,0,STABLE
arduino,3,2014-02 -- 2014-05,103,71,29,3,0.6893,0.2816,0.0291,5,0.0485,0,0,1,32,32,0,1,1,0.5348,0.4815,0.4746,0.4746,0,0.08,0.1359,0.6893,0.5676,1,0.0135,0.1569,0.3475,0.2572,0.2572,0,0.0544,32,0,0,1,0,0,2,INCREASE
arduino,3,2014-05 -- 2014-08,65,43,18,4,0.6615,0.2769,0.0615,6,0.0923,0,0,1,25,24,2,0,0.8182,0.7857,0.7778,0.7368,0.75,0,0.1515,0.1538,0.6154,0.4894,0.9091,0.021,0.1611,0.2998,0.376,0.282,-0.3745,0.0596,23,1,1,0.92,0.04,0.04,5,INCREASE
arduino,3,2014-08 -- 2014-11,71,57,10,4,0.8028,0.1408,0.0563,6,0.0845,2,0.1429,1,29,29,3,0,0.7143,0.5882,0.8333,0.6296,0.6038,0.4,0.1,0.2676,0.5915,0.5246,0.7857,0.0314,0.3404,0.5549,0.4341,0.3322,-0.3875,0.1022,27,1,2,0.9,0.0333,0.0667,2,DECREASE
arduino,3,2014-11 -- 2015-02,77,64,8,5,0.8312,0.1039,0.0649,4,0.0519,0,0,1,32,32,3,0.25,0.7115,0.527,0.5926,0.459,0.459,0.3333,0.2051,0.2208,0.5844,0.5362,0.7692,0.042,0.1716,0.3951,0.456,0.3441,-0.3706,0.1049,30,1,2,0.9091,0.0303,0.0606,23,INCREASE
arduino,3,2015-02 -- 2015-05,113,77,29,7,0.6814,0.2566,0.0619,22,0.1947,3,0.0833,1,40,37,8,0,0.7628,0.4211,0.2857,0.3056,0.3478,0,0.25,0.292,0.646,0.5595,0.7778,0.0165,0.2235,0.3633,0.0574,0.2993,0.0081,0.0653,35,6,2,0.814,0.1395,0.0465,10,DECREASE
arduino,3,2015-05 -- 2015-08,110,64,42,4,0.5818,0.3818,0.0364,20,0.1818,3,0.0652,1,34,33,8,0,0.8854,0.6009,0.5122,0.6216,0.6286,0.375,0.2388,0.1636,0.6909,0.5147,0.8261,0.0123,0.1445,0.2771,0.5747,0.3575,0.5269,0.044,31,6,2,0.7949,0.1538,0.0513,10,STABLE
arduino,3,2015-08 -- 2015-11,71,48,20,3,0.6761,0.2817,0.0423,10,0.1408,1,0.0435,1,26,24,4,0.0909,0.7668,0.7956,0.9855,0.6667,0.7018,0.6667,0.1111,0.1972,0.6338,0.5294,0.8261,0.0216,0.1866,0.3366,0.4107,0.2116,0.2051,0.0777,22,2,2,0.8462,0.0769,0.0769,6,DECREASE
arduino,3,2015-11 -- 2016-02,69,45,18,6,0.6522,0.2609,0.087,6,0.087,2,0.0833,1,30,29,5,0.1111,0.8426,0.6,0.5957,0.5714,0.566,0.2222,0.1905,0.1884,0.5652,0.4314,0.7917,0.0243,0.2324,0.3858,0.4841,0.4778,0.3069,0.0848,27,3,2,0.8438,0.0938,0.0625,5,DECREASE
audacity,4,2013-05 -- 2013-08,34,28,5,1,0.8235,0.1471,0.0294,0,0,0,0,2,15,14,2,0,0.375,0,0,0,0,0,0,0.7353,0.5588,0.5172,0.6667,0.1208,0.2118,0.4528,0.3306,0.1063,-0.3547,0.2139,14,2,0,0.875,0.125,0,22,INCREASE
audacity,4,2013-08 -- 2013-11,43,33,9,1,0.7674,0.2093,0.0233,0,0,0,0,3,22,17,5,0,0.2318,0.2597,0,0.2162,0.3226,0,0.9,0.5349,0.4884,0.5,0.5,0.0378,0.0852,0.4241,0.4687,0.0038,-0.3191,0.2425,17,5,0,0.7727,0.2273,0,5,DECREASE
audacity,4,2013-11 -- 2014-02,48,39,8,1,0.8125,0.1667,0.0208,0,0,0,0,2,19,18,2,0,0.5333,0.2198,0.1053,0.3415,0.2286,0.8571,0.7,0.5,0.6042,0.55,0.7778,0.0633,0.1807,0.3803,0.3598,0.0981,0.0759,0.1516,18,2,0,0.9,0.1,0,0,DECREASE
audacity,4,2014-02 -- 2014-05,34,28,5,1,0.8235,0.1471,0.0294,1,0.0294,0,0,3,14,14,0,1,1,0.6829,0.5333,0.5455,0.5,2,0.4286,0.0588,0.5882,0.5172,1,0.0514,0.1608,0.2834,0.1952,0.1952,0,0.1105,14,0,0,1,0,0,6,INCREASE
audacity,4,2014-05 -- 2014-08,56,46,9,1,0.8214,0.1607,0.0179,1,0.0179,0,0,2,21,20,4,0,0.6,0.2444,0.125,0.3429,0.3529,0,0,0.3929,0.625,0.5745,0.6,0.0368,0.3127,0.5948,0.4228,0.2191,0.438,0.1325,20,4,0,0.8333,0.1667,0,16,INCREASE
audacity,4,2014-08 -- 2014-11,54,43,10,1,0.7963,0.1852,0.0185,1,0.0185,0,0,3,22,20,4,0,0.375,0.5273,0.0952,0.3256,0.3,0.5,0.3793,0.3333,0.5926,0.5455,0.6364,0.0318,0.0909,0.4319,0.4879,8.00E-04,9.00E-04,0.2096,20,4,0,0.8333,0.1667,0,11,DECREASE
audacity,4,2014-11 -- 2015-02,41,33,8,0,0.8049,0.1951,0,0,0,0,0,2,18,16,4,0,0.3182,0.4842,0.4211,0.35,0.3889,0.25,0.4348,0.3415,0.561,0.5152,0.5,0.0423,0.108,0.4366,0.1672,0.157,-0.3708,0.2134,16,4,0,0.8,0.2,0,9,DECREASE
audacity,4,2015-02 -- 2015-05,59,39,10,10,0.661,0.1695,0.1695,1,0.0169,0,0,15,25,23,7,0.2632,0.6987,0.24,0.1429,0.2791,0.2051,0.7273,0.3333,0.2712,0.5763,0.5306,0.65,0.0362,0.1481,0.5088,0.1535,0.1728,-0.1885,0.1636,19,3,4,0.7308,0.1154,0.1538,16,INCREASE
audacity,4,2015-05 -- 2015-08,36,26,4,6,0.7222,0.1111,0.1667,0,0,0,0,13,16,15,6,0.3333,0.5417,0.6526,0.8,0.6341,0.6316,0.3077,0.2581,0.6389,0.5556,0.5312,0.4,0.116,0.1443,0.427,0.0137,0.1427,-0.286,0.2302,11,2,4,0.6471,0.1176,0.2353,2,DECREASE
audacity,4,2015-08 -- 2015-10,39,30,2,7,0.7692,0.0513,0.1795,1,0.0256,0,0,14,16,16,4,0.7692,0.8632,0.3733,0.3158,0.3125,0.2581,0.6,0.5,0.7692,0.5897,0.5676,0.5556,0.2121,0.243,0.4717,0.0026,0.0226,-0.3356,0.1862,12,0,4,0.75,0,0.25,3,INCREASE
audacity,4,2015-10 -- 2016-02,39,26,8,5,0.6667,0.2051,0.1282,2,0.0513,0,0,16,15,15,3,0.2857,0.8132,0.4615,0.1818,0.4516,0.4516,0.5714,0.8889,0.4103,0.6154,0.5161,0.7692,0.0499,0.1985,0.471,0.0496,0.1021,0.0658,0.1606,13,1,2,0.8125,0.0625,0.125,3,STABLE
bitcoin,5,2013-05 -- 2013-08,101,66,22,13,0.6535,0.2178,0.1287,8,0.0792,2,0.0571,1,40,36,10,0.225,0.7068,0,0,0,0,0,0,0.3564,0.604,0.5443,0.7143,0.0221,0.1774,0.4977,0.2125,0.1353,0.2412,0.1123,31,5,5,0.7561,0.122,0.122,97,INCREASE
bitcoin,5,2013-08 -- 2013-11,110,71,28,11,0.6455,0.2545,0.1,7,0.0636,2,0.0513,1,46,39,13,0.1261,0.6048,0.4265,0.4324,0.3953,0.4,0.3478,0.2,0.3727,0.5818,0.5244,0.6667,0.0212,0.1378,0.5071,0.2193,0.2546,0.0774,0.1168,34,8,5,0.7234,0.1702,0.1064,36,DECREASE
bitcoin,5,2013-11 -- 2014-02,125,84,30,11,0.672,0.24,0.088,9,0.072,0,0,1,44,41,9,0.3077,0.8138,0.4851,0.55,0.5111,0.475,0.5455,0.3684,0.384,0.648,0.5684,0.7805,0.0144,0.0996,0.4313,0.3342,0.0667,0.005,0.109,35,3,6,0.7955,0.0682,0.1364,45,INCREASE
bitcoin,5,2014-02 -- 2014-05,206,131,54,21,0.6359,0.2621,0.1019,20,0.0971,2,0.0267,1,70,68,16,0.2131,0.8737,0.2961,0.3448,0.2456,0.2385,0.08,0.3469,0.2961,0.6602,0.5526,0.7867,0.0085,0.1449,0.478,0.2065,0.172,0.1722,0.0976,61,9,7,0.7922,0.1169,0.0909,138,INCREASE
bitcoin,5,2014-05 -- 2014-08,147,82,43,22,0.5578,0.2925,0.1497,12,0.0816,4,0.0615,1,58,51,18,0.1538,0.699,0.6912,0.6,0.6406,0.605,0.4706,0.2213,0.3946,0.6054,0.5096,0.7231,0.0121,0.1376,0.4476,0.191,0.1361,0.027,0.073,44,11,7,0.7097,0.1774,0.1129,119,DECREASE
bitcoin,5,2014-08 -- 2014-11,106,52,36,18,0.4906,0.3396,0.1698,15,0.1415,0,0,1,42,35,15,0.1818,0.7025,0.7194,0.6723,0.66,0.6744,0.4848,0.3077,0.4057,0.6038,0.5,0.7222,0.0172,0.1097,0.428,0.0633,0.1965,0.1111,0.1148,27,7,8,0.6429,0.1667,0.1905,111,DECREASE
bitcoin,5,2014-11 -- 2015-02,134,80,37,17,0.597,0.2761,0.1269,3,0.0224,0,0,1,56,49,15,0.1242,0.6901,0.4083,0.5185,0.3061,0.3095,0.4667,0.2857,0.291,0.5821,0.4948,0.7222,0.0139,0.1158,0.3607,0.3761,0.311,0.1399,0.0905,43,9,6,0.7414,0.1552,0.1034,115,INCREASE
bitcoin,5,2015-02 -- 2015-05,152,102,34,16,0.6711,0.2237,0.1053,13,0.0855,2,0.04,1,53,46,14,0.1522,0.7041,0.4056,0.5385,0.5321,0.5684,0.4828,0.1897,0.3882,0.6513,0.6102,0.72,0.0133,0.1375,0.4107,0.3691,0.1688,0.1588,0.1059,40,8,6,0.7407,0.1481,0.1111,82,DECREASE
bitcoin,5,2015-05 -- 2015-08,245,192,33,20,0.7837,0.1347,0.0816,8,0.0327,0,0,1,93,89,15,0.2252,0.742,0.2922,0.5437,0.2877,0.2667,0.4828,0.3103,0.1918,0.6204,0.5802,0.717,0.0087,0.0849,0.509,0.3097,0.269,0.1276,0.0975,81,7,8,0.8438,0.0729,0.0833,73,DECREASE
bitcoin,5,2015-08 -- 2015-11,223,166,35,22,0.7444,0.157,0.0987,12,0.0538,0,0,1,80,75,16,0.2879,0.7992,0.5556,0.4182,0.5896,0.5976,0.4516,0.1385,0.4126,0.6413,0.6011,0.7193,0.0096,0.0843,0.3885,0.369,0.1402,0.3157,0.08,65,6,10,0.8025,0.0741,0.1235,36,DECREASE
bitcoin,5,2015-11 -- 2016-02,150,95,40,15,0.6333,0.2667,0.1,6,0.04,0,0,1,51,49,10,0.2969,0.8588,0.7239,0.5714,0.7481,0.7419,0.4615,0.3481,0.2933,0.66,0.5545,0.8182,0.01,0.0761,0.4141,0.2647,0.1748,0.1843,0.0959,42,3,7,0.8077,0.0577,0.1346,117,INCREASE
cayenne,6,2013-05 -- 2013-08,12,8,1,3,0.6667,0.0833,0.25,0,0,0,0,1,6,6,1,0,0.5,0,0,0,0,0,0,0.5,0.5,0.4545,0.75,0.629,0.3983,0.4697,0.3615,0.0065,-0.5,0.3485,6,1,0,0.8571,0.1429,0,2,INCREASE
cayenne,6,2013-08 -- 2013-11,9,5,2,2,0.5556,0.2222,0.2222,0,0,0,0,1,4,3,2,0,0.25,0.5714,0.5,0.4,0.6667,0,0.5,1,0.5556,0.5714,0.5,0.5526,0.6049,0.4722,0.3725,-0.2608,-0.3818,0.2778,2,1,1,0.5,0.25,0.25,2,STABLE
cayenne,6,2013-11 -- 2014-03,9,5,2,2,0.5556,0.2222,0.2222,0,0,0,0,1,5,4,2,0,0.25,0.2222,0.25,0,0.2857,0,1,0.3333,0.4444,0.4286,0.5,0.3229,0.3214,0.2083,0.3396,0.0785,-0.377,0.4167,3,1,1,0.6,0.2,0.2,1,DECREASE
cayenne,6,2014-03 -- 2014-05,10,6,2,2,0.6,0.2,0.2,0,0,0,0,1,4,4,1,0,0.5,0.3158,0.25,0.2222,0.25,0.6667,0.3333,0.6,0.6,0.5,0.75,0.2144,0.1852,0.3333,0.348,0.0328,-0.5,0.3333,4,1,0,0.8,0.2,0,2,INCREASE
cayenne,6,2014-05 -- 2014-08,10,5,3,2,0.5,0.3,0.2,2,0.2,0,0,1,5,4,2,0,0.4,0.4,0.4444,0.4444,0.5,0,0.25,0.9,0.5,0.4286,0.6,0.2569,0.4763,0.3778,0.1236,-0.2311,-0.4976,0.2889,4,2,0,0.6667,0.3333,0,3,INCREASE
cayenne,6,2014-08 -- 2014-11,13,7,4,2,0.5385,0.3077,0.1538,1,0.0769,1,0.1667,1,6,5,2,0,0.4444,0.1739,0.1818,0.3636,0.2222,0.5,1,0.9231,0.5385,0.4444,0.6667,0.2316,0.4773,0.3846,0.281,-0.1949,-0.4594,0.2821,5,2,0,0.7143,0.2857,0,2,DECREASE
cayenne,6,2014-11 -- 2015-02,11,7,2,2,0.6364,0.1818,0.1818,0,0,0,0,1,6,5,2,0,0.25,0.5,0.6,0.5,0.4,0,0.8333,0.2727,0.4545,0.4444,0.5,0.2476,0.4278,0.3455,0.008,0.2603,-0.4734,0.2545,4,1,1,0.6667,0.1667,0.1667,1,DECREASE
cayenne,6,2015-02 -- 2015-05,13,8,2,3,0.6154,0.1538,0.2308,2,0.1538,1,0.2,1,6,6,2,0.5,0.7,0.3333,0.2222,0.3333,0.1818,0,0,0.4615,0.5385,0.4545,0.6,0.198,0.2413,0.3526,0.1497,0.0487,-0.4895,0.3974,5,1,1,0.7143,0.1429,0.1429,0,DECREASE
cayenne,6,2015-05 -- 2015-08,10,5,3,2,0.5,0.3,0.2,3,0.3,0,0,1,4,4,0,1,1,0.4348,0.4,0.4,0.4,2,0.6,0,0.6,0.4286,1,0.1334,0.1728,0.4,0.0329,0.0329,0,0.2667,4,0,0,1,0,0,2,INCREASE
cayenne,6,2015-08 -- 2015-11,11,5,3,3,0.4545,0.2727,0.2727,2,0.1818,1,0.1667,1,6,5,2,0,0.6667,0.2857,0.3636,0,0,0,0,0.2727,0.4545,0.375,0.6667,0.1643,0.2172,0.4182,0.1036,0.0368,-0.3833,0.3818,5,2,0,0.7143,0.2857,0,5,INCREASE
cayenne,6,2015-11 -- 2016-02,17,9,5,3,0.5294,0.2941,0.1765,3,0.1765,1,0.125,1,8,7,3,0.1667,0.5833,0.0714,0.5714,0,0.1667,0,0,0.4118,0.5294,0.4167,0.625,0.1268,0.1595,0.3235,0.1417,0.1225,0.0549,0.3015,6,2,1,0.6667,0.2222,0.1111,6,INCREASE
cassandra,7,2013-03 -- 2013-06,45,27,8,10,0.6,0.1778,0.2222,3,0.0667,0,0,14,17,16,5,0.5238,0.8042,0,0,0,0,0,0,0.3556,0.6222,0.5676,0.7222,0.0447,0.352,0.5333,0.0745,0.1929,0.0873,0.1485,12,1,4,0.7059,0.0588,0.2353,11,INCREASE
cassandra,7,2013-06 -- 2013-09,54,36,6,12,0.6667,0.1111,0.2222,5,0.0926,0,0,14,21,20,8,0.4318,0.6944,0.4444,0.2778,0.2105,0.1667,0,0.2273,0.2778,0.6111,0.5833,0.5556,0.0968,0.3689,0.5646,0.0605,0.1068,-0.2283,0.1523,13,1,7,0.619,0.0476,0.3333,0,DECREASE
cassandra,7,2013-09 -- 2013-12,44,35,0,9,0.7955,0,0.2045,0,0,0,0,17,18,18,4,0.5,0.754,0.6735,0.6667,0.359,0.3684,0.6667,0.1515,0.4318,0.5909,0.5909,0.5556,0.0483,0.192,0.4059,0.0622,0.1804,0.0256,0.1522,14,0,4,0.7778,0,0.2222,20,INCREASE
cassandra,7,2013-12 -- 2014-03,56,33,13,10,0.5893,0.2321,0.1786,0,0,0,0,15,21,19,7,0.439,0.7858,0.46,0,0.4615,0.5405,0,0.4348,0.3393,0.625,0.5581,0.6957,0.028,0.1831,0.3909,0.0059,0.1924,0.1206,0.1,14,2,5,0.6667,0.0952,0.2381,33,INCREASE
cassandra,7,2014-03 -- 2014-06,74,39,19,16,0.527,0.2568,0.2162,4,0.0541,0,0,16,25,22,11,0.3953,0.7801,0.3846,0.2414,0.4348,0.5366,0,0.2,0.4459,0.6622,0.6,0.6857,0.0295,0.2411,0.5157,0.1787,0.0627,0.1516,0.1418,16,5,6,0.5926,0.1852,0.2222,11,DECREASE
cassandra,7,2014-06 -- 2014-09,60,35,12,13,0.5833,0.2,0.2167,3,0.05,0,0,16,19,17,8,0.3438,0.7925,0.6567,0.6333,0.5,0.5641,0.4211,0.3182,0.55,0.6833,0.6458,0.68,0.0314,0.2086,0.4215,0.0586,0.2449,0.255,0.087,12,3,5,0.6,0.15,0.25,115,INCREASE
cassandra,7,2014-09 -- 2014-12,71,27,31,13,0.3803,0.4366,0.1831,8,0.1127,1,0.0227,19,27,18,18,0.078,0.6346,0.458,0.1739,0.2174,0.3429,0.0769,0.4667,0.5493,0.6197,0.55,0.5909,0.0254,0.1048,0.2606,0.3571,0.4028,0.3661,0.0966,11,11,7,0.3793,0.3793,0.2414,4,DECREASE
cassandra,7,2014-12 -- 2015-02,52,25,18,9,0.4808,0.3462,0.1731,2,0.0385,0,0,12,16,15,7,0.25,0.9074,0.7317,0.7606,0.8372,0.6061,1.12,0.4222,0.1731,0.6923,0.5588,0.7407,0.0208,0.1157,0.2406,0.4125,0.3356,0.2511,0.0535,10,2,5,0.5882,0.1176,0.2941,49,INCREASE
cassandra,7,2015-02 -- 2015-05,120,47,49,24,0.3917,0.4083,0.2,10,0.0833,1,0.0137,18,30,27,18,0.2063,0.9132,0.2209,0.14,0.3043,0.2857,0.16,0.0526,0.4583,0.75,0.6197,0.7534,0.0123,0.0835,0.3024,0.3333,0.1835,0.6058,0.0674,18,9,9,0.5,0.25,0.25,159,INCREASE
cassandra,7,2015-05 -- 2015-08,81,18,45,18,0.2222,0.5556,0.2222,8,0.0988,1,0.0159,21,24,15,19,0.1638,0.6954,0.7363,0.5882,0.5556,0.7143,0.3784,0.3378,0.5432,0.7037,0.5833,0.6984,0.0165,0.0518,0.3819,0.0254,0.1672,0.0257,0.1056,7,11,8,0.2692,0.4231,0.3077,102,DECREASE
cassandra,7,2015-08 -- 2015-11,74,18,38,18,0.2432,0.5135,0.2432,23,0.3108,1,0.0179,25,26,17,17,0.102,0.6904,0.5677,0.521,0.24,0.1875,0.2778,0.3409,0.4865,0.6486,0.5278,0.6964,0.02,0.0934,0.3199,0.2697,0.099,0.2423,0.1048,12,12,5,0.4138,0.4138,0.1724,15,DECREASE
capistrano,8,2013-06 -- 2013-09,36,24,11,1,0.6667,0.3056,0.0278,3,0.0833,0,0,1,15,12,3,0,0.6389,0,0,0,0,0,0,0.2222,0.5833,0.52,0.75,0.0573,0.5945,0.6,0.044,0.2765,-0.3268,0.0571,11,2,1,0.7857,0.1429,0.0714,8,INCREASE
